"release_clause_eur_m","international_reputation","power_stamina","defending_sliding_tackle","age","is_internacional.1","years_remaining","years_in_club","category.Delantero","value_eur_m"
1.9,1,72,61,30,0,0,1,1,0.875
0.631,1,60,52,18,0,1,2,1,0.25
3.1,2,66,71,32,0,0,1,0,1.6
1.9,1,70,48,26,0,0,2,0,1.3
3,1,64,58,34,0,0,2,1,2
0.863,1,69,54,28,0,0,2,1,0.575
0.762,1,72,59,25,0,0,2,0,0.575
5.1,1,71,37,29,0,1,5,1,2.3
1.4,1,73,67,33,0,0,3,0,0.625
0.406,1,71,30,29,0,0,3,1,0.325
0.319,1,60,23,19,0,0,2,1,0.22
1.2,1,60,41,18,0,1,1,1,0.425
5.4,1,88,60,21,0,3,1,1,3
2.7,1,72,56,26,0,0,8,1,1.6
2.6,1,70,40,30,0,-1,3,0,1.2
0.776,1,72,54,25,0,3,2,0,0.45
1.4,1,66,23,32,0,0,1,1,0.975
5.7,1,85,64,31,0,2,1,0,3
2.1,1,59,22,21,0,-1,1,1,0.9
1.2,1,50,13,26,0,-1,1,1,0.525
3.5,1,70,68,31,0,-1,1,0,1.6
3.2,1,89,62,26,0,1,1,0,1.9
0.726,1,67,55,27,0,1,2,1,0.35
1.9,1,53,30,22,0,0,4,1,0.95
2.9,1,42,40,27,0,2,1,0,1.5
2.8,1,74,21,30,0,0,2,1,1.8
0.195,1,51,17,24,0,0,1,1,0.12
1.7,1,47,21,25,0,0,2,0,0.95
0.776,1,45,66,30,0,0,2,1,0.575
0.358,1,66,61,36,0,-1,6,1,0.275
0.351,1,55,49,20,0,0,3,1,0.18
0.991,1,62,27,24,0,1,1,1,0.65
0.724,1,51,23,25,0,0,3,1,0.475
1.9,3,78,30,31,0,1,1,1,1.3
1.1,1,65,35,20,0,1,1,1,0.55
4.5,1,59,23,21,0,1,4,1,2.5
7.4,1,70,23,24,0,4,1,1,3.2
2.2,1,55,31,20,0,2,1,1,1.3
0.708,1,47,48,17,0,1,2,1,0.275
4.4,3,65,55,33,0,0,1,1,3.5
3.9,1,73,65,25,0,0,1,0,2
2,1,84,60,26,0,2,11,1,1.5
0.546,1,60,52,18,0,0,1,1,0.23
0.371,1,62,43,35,0,0,4,1,0.275
3.2,1,75,36,27,0,1,2,0,1.7
29.6,1,73,78,22,0,3,6,1,15
1.4,1,60,63,26,0,0,2,1,0.775
5.6,1,71,68,23,0,2,2,0,2.8
1.2,1,66,61,26,0,2,1,0,0.925
0.295,1,62,11,34,0,0,2,1,0.19
2.3,1,80,66,25,0,-1,1,0,1.4
7.5,1,70,72,24,1,3,1,0,3.4
1,1,59,25,20,0,0,2,1,0.5
0.281,1,55,19,18,0,1,1,1,0.15
1.1,1,73,40,31,0,1,1,1,0.725
1.8,1,82,27,28,0,0,1,1,1.2
2.3,1,69,60,21,0,4,2,0,1.4
2.2,1,69,69,28,0,2,2,0,1.4
1.5,1,65,22,21,0,0,1,1,0.9
2.1,1,77,60,24,0,0,4,1,0.9
0.499,1,62,60,21,0,1,4,1,0.35
2.5,1,64,69,32,0,0,2,0,1.2
0.309,1,63,40,17,0,0,1,1,0.13
16,1,81,56,27,0,0,5,1,8
0.963,1,57,31,20,0,2,2,1,0.55
2,1,56,20,26,0,-1,1,1,0.925
0.784,1,76,53,22,0,1,3,0,0.475
2,1,42,29,19,0,2,2,1,0.775
3.5,1,62,26,25,0,2,1,1,2.1
63,3,81,24,27,0,2,2,1,35.5
1.2,1,81,65,28,0,0,1,1,0.85
0.625,1,82,64,30,0,0,3,0,0.5
4.3,1,90,66,24,0,1,1,0,3.1
4.1,1,56,29,33,0,-1,2,1,1.9
3.4,1,71,68,31,0,1,1,0,1.7
4,1,72,66,31,0,0,1,1,2.1
1,1,51,58,21,0,4,1,1,0.525
0.29,1,54,28,19,0,0,1,1,0.2
2.1,1,60,63,20,0,-1,4,1,0.75
0.735,1,56,55,20,0,0,3,1,0.35
0.65,1,70,20,26,0,0,1,1,0.4
1.8,1,79,63,27,0,1,1,1,0.9
1.3,1,76,64,30,0,-1,1,1,0.875
0.945,1,72,59,30,0,1,3,0,0.7
0.5,1,76,48,29,0,2,1,1,0.4
3,1,82,65,31,0,2,1,0,1.9
0.816,1,63,56,17,0,1,2,1,0.375
3.6,1,85,51,22,0,4,1,1,1.8
5.9,1,85,72,23,0,3,1,0,2.7
0.364,1,54,59,26,0,2,1,1,0.275
0.51,1,58,49,20,0,0,3,1,0.24
0.72,1,48,49,19,0,1,1,1,0.4
1,1,48,22,21,0,1,2,1,0.6
2.6,1,57,30,19,0,4,1,1,1
4.5,1,74,55,20,0,3,5,1,1.9
0.893,1,49,58,21,0,1,3,1,0.525
11.9,2,68,77,31,0,0,4,0,7
10.9,1,86,62,27,1,1,2,0,4.8
0.926,1,75,30,25,0,0,4,1,0.65
0.878,1,58,17,19,0,2,1,1,0.45
1.4,1,76,67,31,0,0,7,1,0.875
1.5,1,66,60,21,0,-1,2,0,1
15.8,1,75,72,27,0,3,1,1,8
9.9,1,74,68,31,0,1,5,1,5.5
1.7,1,57,36,18,0,2,4,1,1.2
0.975,1,68,58,20,0,1,4,1,0.5
1.3,1,81,62,23,0,0,3,0,0.8
1.3,1,53,55,18,0,3,2,1,0.55
0.405,1,75,62,34,0,0,3,0,0.3
3.2,1,85,23,24,0,2,6,1,2.4
1.8,1,76,71,33,0,-1,1,0,1.2
1.8,1,75,42,23,0,2,1,1,1.1
0.293,1,68,48,25,0,2,1,1,0.17
1.5,1,66,68,32,0,1,15,1,0.775
1.5,1,62,68,25,0,2,1,1,1
4.6,1,76,70,28,0,0,7,1,2.1
1.7,1,64,63,22,0,3,1,1,1
0.217,1,54,43,20,0,1,3,1,0.11
5.6,1,80,60,35,0,2,1,1,3.1
1.9,1,55,18,24,0,1,1,1,0.9
28.6,1,73,75,24,0,4,1,1,14.5
2.8,1,36,66,19,0,0,1,1,1.1
2.2,1,70,64,24,0,1,1,0,1.4
0.344,1,71,70,36,0,-1,3,0,0.275
2,1,52,18,27,0,1,2,1,1.3
1.6,1,48,66,22,0,3,1,0,0.7
1.9,1,73,65,26,0,0,2,0,1.3
147.7,3,78,84,24,1,3,2,0,69.5
4.8,1,69,22,19,0,4,1,1,1.9
3.4,1,67,16,20,0,3,3,1,1.6
4.1,1,66,30,27,0,1,1,0,2.5
9.2,1,72,19,22,0,1,4,1,4.2
1.4,1,48,53,19,0,2,2,1,0.85
4.8,1,78,73,31,1,1,5,1,2.2
3.2,1,68,61,21,0,2,1,1,1.5
1.3,1,58,67,26,0,1,1,1,0.775
1.6,1,66,62,32,0,0,1,1,1
2.2,1,81,70,34,0,0,2,1,1.4
0.891,1,38,55,18,0,3,2,1,0.475
1,1,39,13,17,0,4,1,1,0.5
17.8,1,72,20,25,0,4,1,1,9.5
3.3,1,76,54,26,0,0,4,1,1.6
2.5,1,79,65,24,0,3,1,0,1.6
5.6,2,74,71,32,0,1,3,0,2.8
0.31,1,71,63,29,0,0,2,1,0.2
3.2,1,68,14,23,0,1,2,1,1.4
3.5,2,69,71,33,0,0,2,0,2.2
17.5,1,75,40,24,0,1,2,1,11.5
3.2,1,85,74,35,0,1,9,0,2.3
2.5,1,72,72,29,0,0,1,0,1.6
3.6,1,68,33,24,0,2,2,1,1.6
1.2,1,60,32,19,0,4,1,1,0.625
10.4,1,73,68,24,0,3,2,1,4.5
0.683,1,50,55,21,0,0,2,1,0.35
1.2,1,63,45,23,0,0,4,1,0.8
12.8,1,89,73,26,0,0,3,1,6.5
0.891,1,74,60,26,0,0,1,1,0.625
3,1,55,42,18,0,1,2,0,1.4
5.4,1,86,71,29,0,1,1,0,2.7
0.259,1,73,55,26,0,1,1,1,0.15
4.3,1,60,63,20,0,3,1,1,2.5
48.4,1,76,79,25,0,3,2,0,24.5
4,1,68,61,19,0,3,1,1,1.9
0.372,1,51,18,21,0,0,2,1,0.24
0.571,1,60,52,19,0,0,2,1,0.275
0.775,1,56,20,28,0,2,1,1,0.5
1.7,1,59,63,22,0,0,4,1,1
27.9,3,66,80,29,0,2,6,0,15.5
1.2,1,57,59,35,0,0,1,1,0.55
1.5,1,53,33,18,0,3,1,1,0.525
0.674,1,73,44,17,0,1,1,1,0.275
0.947,1,61,60,20,0,0,5,1,0.375
34.7,2,75,79,32,0,0,4,1,16.5
3.8,1,79,45,32,0,0,1,1,2.4
1.6,1,35,63,24,0,1,1,0,1
0.619,1,52,35,21,0,0,1,1,0.375
16.5,1,72,30,29,0,0,3,0,7.5
7.5,1,82,70,23,0,2,3,1,4.4
1.9,1,75,24,32,0,4,1,1,1.5
1.8,1,68,16,21,0,-1,1,1,0.775
0.609,1,59,51,19,0,1,1,1,0.325
1.7,1,69,48,27,0,0,1,1,1.1
215.3,4,81,54,24,1,2,3,0,109
0.525,1,59,57,22,0,2,3,1,0.3
4.3,1,74,23,24,0,0,8,1,2.5
2.3,1,82,50,24,0,1,2,0,1.5
1.4,1,78,70,32,0,0,1,0,0.9
1.6,1,74,62,30,0,-1,1,1,0.725
1,1,65,60,23,0,0,5,1,0.5
51.1,2,80,17,26,0,3,1,0,30.5
0.231,1,52,55,29,0,2,1,1,0.14
12.6,1,66,75,26,0,2,4,0,7.5
2.4,1,86,64,26,0,1,2,0,1.6
0.581,1,75,63,32,0,0,3,1,0.375
2.4,1,66,32,25,0,1,2,0,1.8
0.585,1,65,15,18,0,0,3,1,0.3
7.3,1,70,41,24,0,2,3,1,3.2
87,1,76,83,26,0,3,2,0,49
0.639,1,58,58,26,0,0,2,1,0.35
1.2,1,61,21,29,0,1,1,1,0.725
7.5,1,61,33,20,0,4,1,1,3.4
1.1,1,65,63,24,0,2,1,1,0.525
1.3,1,66,59,22,0,0,1,1,0.7
0.228,1,67,45,22,0,-1,1,0,0.14
2.1,1,64,30,22,0,1,1,1,1.3
1.9,1,72,59,22,0,2,2,1,1.3
0.91,1,76,63,32,0,0,4,1,0.7
3.9,2,78,56,34,0,1,1,0,2.6
25.5,2,73,36,27,0,2,1,1,15
2.2,1,78,64,22,0,0,5,0,1.5
4.5,1,63,24,23,0,2,1,1,2.3
1.1,1,61,24,28,0,4,1,1,0.725
0.84,1,66,67,35,0,1,1,1,0.525
0.83,1,57,22,17,0,4,1,1,0.4
9.8,1,60,74,25,0,2,1,0,4.7
2.1,1,75,56,31,0,0,2,0,1.3
0.548,1,63,37,22,0,0,1,1,0.3
0.348,1,74,56,34,0,0,2,1,0.24
1.2,1,78,60,26,0,1,1,0,0.775
2.9,1,82,72,26,0,2,3,0,1.9
0.281,1,56,39,17,0,2,2,1,0.15
1.1,1,50,60,18,0,1,1,1,0.55
0.305,1,54,45,22,0,-1,3,1,0.21
0.689,1,71,29,28,0,0,10,1,0.475
51.3,4,83,72,37,1,0,12,1,25
6.2,1,61,41,20,0,1,6,1,2.9
68.7,2,79,46,23,1,4,2,0,33.5
1.2,1,65,41,24,0,0,1,0,0.875
0.668,1,61,63,26,0,4,2,0,0.3
2.4,1,75,27,27,0,2,1,1,1.6
2.7,1,54,59,18,0,0,2,1,1.1
1.7,1,82,70,31,0,2,1,0,0.975
0.919,1,72,56,28,0,0,2,0,0.525
5.8,1,65,25,20,0,3,1,1,3.4
2.2,1,65,57,19,0,1,2,0,1.3
0.446,1,65,51,25,0,0,5,1,0.22
6.6,1,80,72,27,0,3,9,0,3.2
1.6,1,66,58,21,0,0,2,1,1.1
0.374,1,39,39,18,0,0,2,1,0.18
2.4,1,57,67,19,0,2,2,1,1.1
1.5,1,56,31,21,0,0,2,1,0.9
1.9,1,59,45,26,0,-1,4,1,1.3
4.4,1,62,18,22,0,2,4,1,2.6
0.26,1,74,43,21,0,-1,3,1,0.16
2.2,1,60,26,32,0,0,1,1,1.5
0.77,1,50,68,35,0,-1,4,1,0.55
0.481,1,58,55,23,0,-1,5,0,0.275
2.7,1,66,68,25,0,-1,5,0,1.7
0.315,1,52,13,21,0,-1,1,1,0.18
3.2,1,74,64,27,0,4,1,0,2
0.374,1,63,58,24,0,-1,2,1,0.23
34.2,1,87,77,23,0,2,1,0,18
3.3,1,81,55,33,0,3,1,0,2.6
0.83,1,56,62,26,0,1,3,1,0.4
0.454,1,50,54,20,0,0,1,1,0.275
0.975,1,53,56,18,0,4,1,1,0.5
2.1,1,78,66,28,0,0,1,0,1.3
0.701,1,63,55,21,0,1,1,0,0.425
2.1,1,64,53,23,0,1,2,0,1.1
11.4,1,64,75,25,0,1,2,0,5.5
7,1,69,27,19,0,1,5,0,3.3
11.9,2,83,65,30,0,0,1,1,7
0.38,1,63,52,22,0,0,1,1,0.23
0.455,1,73,60,28,0,0,2,1,0.35
0.743,1,43,47,21,0,0,2,1,0.45
3.8,1,59,70,26,0,0,2,0,2.1
1.2,1,73,52,26,0,1,1,0,0.675
4.1,1,58,42,32,0,1,6,0,3.3
9.9,1,79,53,31,0,3,1,1,4.7
1.7,1,62,68,21,0,0,2,1,1
3,1,67,26,25,0,1,1,1,1.4
3,1,69,68,26,0,1,2,1,1.8
1.1,1,39,45,28,1,0,3,1,0.6
108,3,72,28,23,1,3,2,1,48
2.9,1,69,68,29,0,0,1,0,1.8
4.5,1,88,68,25,0,1,1,0,2.4
17.1,1,68,72,23,0,3,2,1,9
7.8,1,69,73,24,0,3,2,1,3.9
7.1,1,54,32,23,0,3,2,0,3.1
0.701,1,55,59,20,0,1,2,1,0.425
1.5,1,54,65,22,0,2,1,1,0.75
27.6,1,74,75,23,0,2,6,1,12
3.8,1,75,62,19,0,2,4,0,1.9
2.4,1,81,68,27,0,1,5,0,1.5
1.8,1,86,62,29,0,1,1,1,1.1
0.365,1,53,58,23,0,1,1,1,0.2
7.6,1,74,69,23,0,3,1,0,4.3
2.1,1,81,16,26,0,1,1,1,1.3
1.9,1,54,21,18,0,2,2,1,0.825
3.5,1,69,51,35,0,-1,2,0,2.3
5.9,1,82,71,29,0,1,2,1,3.6
1.8,1,67,63,27,0,2,1,0,0.95
1.5,1,72,58,21,0,2,1,0,0.75
2.7,1,75,56,19,0,1,2,1,1.3
1.9,1,76,27,25,0,0,3,0,1.3
2.7,1,51,26,24,0,2,4,1,1.2
1.1,1,65,38,27,0,1,2,0,0.9
0.731,1,65,58,23,0,-1,2,0,0.45
2.9,1,71,65,32,0,0,2,1,1.9
1.5,1,66,66,31,0,-1,1,1,0.7
1.3,1,51,13,18,0,2,2,1,0.525
1.4,1,55,20,19,0,3,1,1,0.575
0.831,1,62,50,18,0,1,1,1,0.35
4.7,1,91,42,29,0,0,3,1,3
2,1,75,56,29,0,2,1,0,1
4.8,1,79,20,25,0,4,1,1,3.5
2.6,1,63,62,23,0,2,2,1,1.5
4.1,1,85,63,32,0,0,3,0,3.3
4.7,1,66,29,26,0,3,1,1,3.1
0.986,1,55,12,19,0,4,1,1,0.475
0.53,1,47,52,19,0,0,2,1,0.21
5,1,69,49,28,0,4,1,1,2.4
2,1,55,14,18,0,2,2,1,0.775
0.149,1,78,52,30,0,1,1,1,0.11
4.6,1,83,67,22,0,2,2,0,2.8
0.902,1,64,56,19,0,-1,1,1,0.325
1.3,1,67,64,33,0,1,1,0,0.7
7.2,1,85,67,24,0,1,2,0,4.6
0.656,1,70,58,32,0,0,1,1,0.375
0.563,1,57,46,21,0,0,4,1,0.3
0.613,1,70,52,29,0,1,2,1,0.35
0.596,1,69,61,24,0,3,2,1,0.45
2.7,1,62,42,24,0,0,2,0,1.5
1,1,74,67,39,0,2,1,0,0.55
1.3,1,63,58,22,0,0,3,1,0.825
5.6,1,69,60,33,0,0,5,0,3.5
0.938,1,54,51,18,0,2,2,1,0.5
5.5,1,68,20,22,0,4,1,1,2.4
0.563,1,51,28,18,0,1,1,1,0.3
0.938,1,84,59,27,0,1,2,0,0.75
0.33,1,51,37,30,0,2,4,1,0.2
7.6,1,54,69,23,0,1,5,0,3.3
0.7,1,76,58,31,0,0,2,1,0.4
6.4,1,75,19,22,0,3,1,1,3.2
0.31,1,66,54,28,0,4,10,0,0.2
1.6,1,79,44,22,0,-1,5,1,0.7
2.1,1,81,65,30,0,1,4,1,1.5
0.93,1,67,34,31,0,0,7,1,0.6
0.81,1,64,35,28,0,2,1,1,0.6
3.1,1,66,46,28,0,1,1,0,1.9
9,1,86,70,26,0,1,4,0,4.8
3.1,1,80,60,20,0,2,2,0,1.8
19.6,2,73,75,30,0,3,1,0,11.5
1.3,1,63,55,24,0,-1,3,1,0.55
0.309,1,55,47,18,0,0,2,1,0.13
1.1,1,77,53,25,0,1,1,0,0.8
2.2,1,58,58,33,0,0,2,1,1.2
1.4,1,74,62,28,0,0,1,0,0.975
2.3,1,71,68,27,0,1,2,1,1.4
44.1,2,76,41,29,0,2,5,0,21
0.273,1,58,17,18,0,0,2,1,0.14
5.4,1,64,21,23,0,3,1,1,2.7
9.4,1,78,42,30,0,2,1,0,5.5
3.4,1,73,24,23,0,3,1,1,2.1
68.9,2,68,59,30,0,1,8,0,40.5
1.9,1,59,21,25,0,0,3,1,0.85
3.6,1,67,67,23,0,0,3,1,2.2
1.7,1,63,33,22,0,0,3,1,0.725
28.8,1,58,30,23,0,2,1,0,16
2.7,1,74,67,29,0,0,13,0,1.4
1.2,1,70,60,22,0,0,1,1,0.525
0.473,1,64,65,31,0,-1,2,1,0.35
10.1,1,76,59,26,0,2,1,1,4.6
0.729,1,65,51,23,0,1,1,0,0.55
0.77,1,57,49,19,0,3,1,1,0.35
1.5,1,70,60,23,0,0,5,1,0.9
0.363,1,48,36,20,0,0,5,1,0.25
0.825,1,57,31,20,0,0,4,1,0.5
3.1,1,60,60,18,0,2,3,1,1.4
1.2,1,68,25,25,0,0,1,1,0.875
0.722,1,44,35,19,0,1,3,1,0.275
0.239,1,63,51,21,0,2,1,1,0.11
0.653,1,52,60,20,0,0,2,1,0.3
2.8,1,60,69,28,0,-1,4,0,1.9
2.3,1,81,30,27,0,0,4,1,1.2
1.8,1,80,60,30,0,0,1,1,0.875
1.6,1,70,41,23,0,0,3,1,1.1
41.5,3,66,18,25,0,1,3,0,21
3,1,63,65,24,0,1,2,1,1.3
1.4,1,65,66,29,0,-1,1,1,0.65
1.9,1,81,64,26,0,2,2,1,1.4
1.2,1,58,17,20,0,0,2,1,0.6
0.691,1,71,62,25,0,-1,1,1,0.425
1.4,1,80,61,26,0,1,1,0,0.85
1,1,73,60,22,0,4,1,0,0.625
3,1,75,62,24,0,3,1,1,1.3
0.454,1,45,26,16,0,2,1,1,0.23
0.135,1,59,63,36,0,0,3,1,0.1
1.9,1,62,38,22,0,0,1,1,1.1
3.7,1,88,56,24,0,2,5,1,2.4
0.438,1,68,60,33,0,1,6,0,0.25
2.6,1,74,65,23,0,0,3,1,1.6
0.574,1,72,16,27,0,2,1,1,0.425
42.4,1,70,78,29,0,0,10,1,19.5
20,1,80,53,21,0,3,1,1,9.5
2.8,1,52,13,31,0,0,1,1,1.3
4,1,55,77,31,0,0,14,1,2.1
6.9,1,90,75,25,0,2,1,0,4.4
0.619,1,45,57,20,0,0,2,1,0.375
10.8,1,65,24,35,0,2,1,1,6
1,1,82,33,28,0,0,1,1,0.475
5.2,1,81,65,21,0,1,4,1,2.6
3,1,83,68,27,0,2,3,0,1.5
0.969,1,68,65,31,0,0,4,0,0.625
0.75,1,68,46,19,0,3,1,1,0.4
1.4,1,60,60,17,0,1,2,1,0.525
2.5,1,70,61,22,0,2,2,0,1.1
2.2,1,79,67,26,0,1,5,0,1.2
0.413,1,65,26,19,0,0,3,1,0.22
2.7,1,68,34,25,0,1,2,0,1.8
1.6,1,47,34,19,0,0,2,1,0.625
2.3,1,75,69,31,0,2,1,1,1.2
1.7,1,72,23,32,0,0,4,1,0.825
0.438,1,59,61,28,0,0,3,1,0.35
2.3,1,48,17,27,0,0,2,1,1.3
1.2,1,28,28,32,0,-1,1,1,0.575
1.6,1,73,63,22,0,4,1,0,0.925
99.7,2,77,80,23,1,4,7,1,50.5
0.938,1,80,62,29,0,1,6,0,0.75
8.2,1,71,69,20,0,4,1,0,3.9
0.375,1,70,62,32,0,-1,2,0,0.3
7,2,72,58,33,0,0,3,0,3.5
4.6,1,55,68,22,0,1,3,1,2.9
3.2,1,42,37,21,0,2,1,0,1.6
2.1,1,42,21,20,0,2,2,1,0.8
5.8,1,82,62,22,0,3,1,0,3.4
3.2,1,71,64,23,0,3,1,1,1.5
63.1,1,72,80,25,1,2,3,0,29
14.5,1,82,68,26,0,3,1,0,7
0.906,1,78,38,22,0,4,2,1,0.625
0.347,1,85,57,30,0,4,1,1,0.21
1.7,1,84,41,25,0,1,7,1,1.3
5.7,1,82,59,24,0,3,4,0,2.5
2.8,1,60,19,26,0,0,1,1,1.3
2.6,1,66,11,21,0,0,7,1,1.1
1.3,1,67,64,28,0,2,1,0,0.975
0.171,1,56,48,19,0,0,2,1,0.11
1.2,1,78,60,32,0,-1,2,0,0.925
1.5,1,68,61,23,0,0,2,0,0.75
4.1,1,70,63,23,0,2,1,1,2.6
2.1,1,83,66,26,0,-1,2,0,0.95
1,1,61,30,25,0,0,3,1,0.775
3,1,69,68,26,0,0,5,1,1.5
3.4,1,69,70,25,0,0,2,0,1.6
5.7,1,53,70,26,0,0,4,0,2.9
1.2,1,57,14,19,0,0,1,1,0.525
2,1,54,55,19,0,1,3,1,0.9
1.9,1,56,18,33,0,0,3,1,0.875
1.5,1,65,67,31,0,-1,1,1,0.975
0.934,1,75,65,28,0,1,3,1,0.575
1.1,1,86,63,30,0,1,1,0,0.85
0.87,1,62,25,28,0,0,2,1,0.6
58.3,2,74,68,27,1,1,4,1,29.5
1.3,1,44,32,19,0,1,1,1,0.45
1.3,1,64,52,22,0,2,1,1,0.775
0.609,1,58,52,18,0,0,2,1,0.325
2.5,1,87,59,27,0,4,1,0,1.9
2.3,1,62,15,23,0,1,2,1,1.4
1.4,1,78,66,30,0,0,6,0,1.1
1.2,1,63,61,23,0,0,2,1,0.7
2.2,1,70,20,24,0,1,1,1,1.4
3.1,1,59,18,20,0,2,1,1,1.1
22.8,2,78,77,31,0,1,2,0,12
1.5,1,73,59,22,0,0,1,0,0.775
5.7,1,74,63,22,0,2,1,1,2.6
0.225,1,55,45,16,0,1,2,1,0.12
5,1,72,45,23,0,1,2,1,3
0.725,1,73,66,29,0,-1,1,1,0.5
2.7,1,68,71,27,0,0,1,1,1.2
0.208,1,57,56,19,0,0,2,1,0.1
0.299,1,45,44,25,0,3,4,1,0.19
1.2,1,66,23,36,0,-1,1,1,0.55
1,1,56,50,18,0,0,3,1,0.4
9.9,1,68,68,26,0,1,8,1,5
3.5,1,66,60,23,0,1,1,1,1.8
1.5,1,53,18,25,0,0,3,1,1.1
0.726,1,55,54,17,0,4,1,1,0.35
1.6,1,72,62,26,0,-1,1,1,1.1
6.8,1,82,37,29,0,1,5,0,4.1
2.4,1,69,68,33,0,0,6,1,1.1
4.8,1,41,68,24,0,0,3,1,2.1
2.4,1,87,63,26,0,1,1,0,1.6
0.374,1,35,17,19,0,0,2,1,0.22
1.6,1,58,65,30,0,1,1,1,1
1.9,1,78,58,30,0,2,1,1,1
8.6,1,69,74,31,0,1,2,0,4.1
3,1,74,69,29,0,1,1,0,1.5
1.4,1,53,66,32,0,3,4,1,0.65
2.4,1,55,15,23,0,1,2,1,1.4
0.2,1,59,12,33,0,-1,3,1,0.16
1.1,1,70,22,31,0,0,2,1,0.85
1.2,1,75,58,23,0,0,2,1,0.7
3.1,1,81,59,24,0,-1,2,0,2
0.666,1,50,44,18,0,1,1,1,0.24
2.4,1,80,44,24,0,0,1,1,1.6
356.1,5,76,29,22,1,3,2,1,185
1.2,1,64,57,20,0,0,1,1,0.525
1.5,1,65,18,25,0,1,4,1,0.875
0.495,1,58,60,22,0,0,4,1,0.23
1.1,1,77,62,31,0,0,2,0,0.75
5.7,1,69,63,25,0,2,2,0,3.6
2.9,2,56,73,35,1,0,1,1,1.5
2.3,1,80,67,30,0,0,1,0,1.5
1.9,1,53,60,17,0,2,1,1,0.775
75.9,2,65,81,24,1,2,3,0,37
0.601,1,56,21,24,0,1,3,1,0.325
2.7,1,70,62,22,0,4,1,1,1.8
15.8,1,79,72,25,1,0,4,0,8
1.1,1,75,62,27,0,1,1,0,0.75
3.2,1,66,32,20,0,3,1,1,1.9
3.7,1,63,57,23,0,1,2,0,1.6
2.3,1,77,67,29,0,1,1,0,1.6
11.9,1,61,32,22,0,3,1,1,7
0.66,1,48,31,19,0,3,4,1,0.3
0.998,1,63,22,26,0,-1,1,1,0.7
1.6,1,59,18,23,0,3,1,1,1.1
0.312,1,57,20,19,0,0,1,1,0.16
0.58,1,75,47,31,0,0,6,1,0.4
1.4,1,77,57,27,0,0,3,1,0.9
2.3,1,64,53,23,0,2,2,1,1.4
0.264,1,55,46,20,0,0,1,1,0.17
0.7,1,76,42,29,0,0,14,1,0.4
3.1,1,82,69,26,0,0,4,0,2.1
1.6,1,64,67,32,0,1,1,0,1
1,1,80,58,23,0,1,2,0,0.575
0.915,1,66,11,26,0,3,1,1,0.6
0.884,1,59,20,19,0,0,1,1,0.35
4.1,2,78,71,33,0,0,3,1,2.1
2.2,1,61,30,28,0,1,2,1,1
0.569,1,80,59,31,0,0,4,1,0.325
2.4,1,68,47,29,0,1,10,1,1.6
0.65,1,54,47,18,0,0,3,1,0.25
0.311,1,55,52,24,0,0,5,1,0.18
0.656,1,78,49,24,0,0,8,0,0.375
0.875,2,81,65,34,1,0,1,0,0.5
0.5,1,73,58,29,0,0,1,0,0.4
0.588,1,50,54,16,0,-1,1,1,0.24
1.7,1,77,63,28,0,1,5,0,1.1
0.821,1,56,53,18,0,1,3,1,0.325
1.1,1,78,50,28,0,1,3,0,0.85
1.5,1,82,57,24,0,0,5,1,0.625
1.8,1,47,20,20,0,1,3,1,1.1
1.7,1,70,55,22,0,0,6,1,0.85
0.263,1,60,47,19,0,2,1,1,0.14
0.202,1,73,52,28,0,0,5,1,0.13
2.6,1,53,26,26,0,1,1,1,1.6
124.3,3,83,79,23,1,4,2,0,58.5
1.1,1,70,60,27,0,-1,3,1,0.5
0.829,1,67,55,21,0,0,2,0,0.425
5.4,1,69,27,22,0,2,1,1,2.5
1.5,1,65,59,18,0,1,1,1,0.625
0.882,1,55,52,19,0,4,3,1,0.425
7.1,1,81,28,23,1,3,1,1,4.2
1.9,1,67,60,19,0,1,2,1,0.75
4.4,1,73,68,24,0,3,6,1,2.6
2,1,58,21,20,0,1,1,1,0.975
1.2,1,60,54,19,0,2,2,1,0.675
11.3,2,77,15,30,0,0,7,1,7.5
0.999,1,61,55,17,0,2,1,1,0.425
5.5,1,76,27,27,0,-1,1,0,2.5
0.65,1,59,56,19,0,4,1,1,0.325
5.1,1,65,32,18,0,0,2,0,1.8
16.8,1,71,15,24,0,3,8,1,8.5
3.1,1,80,70,31,0,-1,2,0,1.4
1.6,1,69,58,23,0,1,3,1,1
13,2,74,75,29,0,1,3,0,6.5
1.6,1,54,48,26,0,-1,1,1,0.7
4,1,65,19,19,0,1,2,1,1.7
34.9,1,79,64,22,0,3,6,1,17
1.7,1,84,68,33,0,1,2,0,1.2
1.1,1,70,59,32,0,0,3,1,0.6
3.5,1,74,61,28,0,4,2,0,1.6
0.581,1,59,67,33,0,0,4,1,0.375
1.3,1,64,62,21,0,4,1,1,0.725
24.9,1,74,32,25,0,0,4,1,14
2.2,1,63,19,32,0,0,3,1,1.1
1.8,1,77,57,30,0,-1,1,0,0.85
26.7,3,65,71,26,0,1,4,1,13.5
4.2,1,76,67,27,0,1,2,0,1.9
1.3,1,76,66,34,0,0,2,0,0.85
4,1,55,68,20,0,1,2,1,1.6
2,1,58,15,20,0,0,3,1,0.8
2.2,1,67,75,33,0,0,2,0,1.5
1.3,1,54,25,20,0,0,1,0,0.55
5,1,75,75,27,0,1,2,0,3.2
4.8,1,67,71,23,0,1,3,0,2.9
