"release_clause_eur_m","overall","potential","wage_eur_m","movement_reactions","skill_ball_control","age","value_eur_m"
7.6,70,79,0.528,67,63,23,3.3
0.7,63,63,0.144,62,63,31,0.4
6.4,69,78,0.576,64,72,22,3.2
0.31,59,59,0.096,60,62,28,0.2
1.6,63,67,0.024,63,68,22,0.7
2.1,70,70,0.144,63,75,30,1.5
0.93,65,65,0.048,64,64,31,0.6
0.81,64,64,0.192,58,65,28,0.6
3.1,71,71,0.72,65,76,28,1.9
9,74,76,0.96,70,72,26,4.8
3.1,66,77,0.096,62,63,20,1.8
19.6,78,78,2.112,79,72,30,11.5
1.3,62,67,0.024,60,55,24,0.55
0.309,51,64,0.0264,48,48,18,0.13
1.1,64,68,0.048,65,62,25,0.8
2.2,71,71,0.768,63,76,33,1.2
1.4,67,68,0.096,65,70,28,0.975
2.3,68,71,0.192,63,63,27,1.4
44.1,80,80,1.92,78,77,29,21
0.273,51,63,0.0288,45,49,18,0.14
5.4,68,77,0.432,63,71,23,2.7
9.4,75,75,1.488,75,73,30,5.5
3.4,69,74,0.528,67,68,23,2.1
68.9,84,84,3.744,79,90,30,40.5
1.9,65,66,0.024,66,70,25,0.85
3.6,68,75,0.192,63,48,23,2.2
1.7,61,71,0.024,57,62,22,0.725
28.8,78,78,1.824,78,77,23,16
2.7,69,69,0.432,68,71,29,1.4
1.2,59,71,0.024,58,31,22,0.525
0.473,63,63,0.0384,55,57,31,0.35
10.1,74,74,0.0432,73,75,26,4.6
0.729,62,65,0.096,51,61,23,0.55
0.77,56,68,0.096,50,58,19,0.35
1.5,63,70,0.036,63,63,23,0.9
0.363,54,66,0.0336,42,56,20,0.25
0.825,58,70,0.024,44,59,20,0.5
3.1,64,77,0.0432,60,64,18,1.4
1.2,64,69,0.096,61,60,25,0.875
0.722,54,73,0.048,43,61,19,0.275
0.239,50,63,0.048,53,34,21,0.11
0.653,55,69,0.048,55,55,20,0.3
2.8,71,73,0.144,69,66,28,1.9
2.3,67,68,0.528,66,68,27,1.2
1.8,67,67,0.24,59,63,30,0.875
1.6,65,70,0.144,54,67,23,1.1
41.5,79,80,3.84,78,81,25,21
3,66,72,0.096,60,61,24,1.3
1.4,65,66,0.024,59,59,29,0.65
1.9,68,71,0.144,65,66,26,1.4
1.2,60,74,0.048,55,54,20,0.6
0.691,61,66,0.096,58,37,25,0.425
1.4,65,68,0.096,59,60,26,0.85
1,61,68,0.0408,56,62,22,0.625
3,66,72,0.096,62,67,24,1.3
0.454,53,69,0.024,41,56,16,0.23
0.135,64,64,0.096,60,44,36,0.1
1.9,63,72,0.144,60,65,22,1.1
3.7,70,75,0.384,65,68,24,2.4
0.438,63,63,0.048,60,56,33,0.25
2.6,66,73,0.144,55,52,23,1.6
0.574,62,62,0.024,48,62,27,0.425
42.4,80,81,1.776,84,77,29,19.5
20,74,84,1.296,67,75,21,9.5
2.8,70,70,0.0336,67,69,31,1.3
4,73,73,2.88,72,70,31,2.1
6.9,74,75,0.624,72,71,25,4.4
0.619,57,69,0.048,55,59,20,0.375
10.8,78,78,1.584,74,74,35,6
1,63,63,0.024,63,70,28,0.475
5.2,68,77,0.144,68,65,21,2.6
3,69,71,0.384,69,69,27,1.5
0.969,66,66,0.048,63,50,31,0.625
0.75,57,72,0.024,57,58,19,0.4
1.4,59,75,0.024,59,52,17,0.525
2.5,64,71,0.096,62,60,22,1.1
2.2,67,70,0.192,61,52,26,1.2
0.413,53,66,0.0264,45,48,19,0.22
2.7,69,72,0.384,60,68,25,1.8
1.6,60,77,0.288,55,68,19,0.625
2.3,70,70,0.432,72,68,31,1.2
1.7,67,67,0.336,62,67,32,0.825
0.438,62,62,0.048,52,43,28,0.35
2.3,68,68,0.528,62,70,27,1.3
1.2,65,65,0.024,58,69,32,0.575
1.6,64,70,0.036,68,60,22,0.925
99.7,84,86,5.76,83,82,23,50.5
0.938,66,66,0.096,60,62,29,0.75
8.2,71,81,0.624,66,73,20,3.9
0.375,63,63,0.096,61,63,32,0.3
7,75,75,0.72,71,77,33,3.5
4.6,69,79,0.096,68,55,22,2.9
3.2,65,76,0.096,64,66,21,1.6
2.1,61,76,0.288,54,66,20,0.8
5.8,70,79,0.288,69,64,22,3.4
3.2,67,73,0.528,63,52,23,1.5
63.1,80,85,1.632,78,78,25,29
14.5,75,77,1.536,73,73,26,7
0.906,62,68,0.0432,62,64,22,0.625
0.347,60,60,0.144,52,49,30,0.21
1.7,67,69,0.144,57,63,25,1.3
5.7,71,74,0.0384,70,74,24,2.5
2.8,67,70,0.24,65,69,26,1.3
2.6,63,72,0.024,52,60,21,1.1
1.3,67,68,0.24,62,65,28,0.975
0.171,48,60,0.024,52,48,19,0.11
1.2,69,69,0.192,59,66,32,0.925
1.5,62,69,0.048,58,53,23,0.75
4.1,71,74,0.432,64,74,23,2.6
2.1,65,70,0.024,68,63,26,0.95
1,64,67,0.144,62,64,25,0.775
3,68,72,0.336,63,59,26,1.5
3.4,69,72,0.24,67,58,25,1.6
5.7,72,76,1.056,71,63,26,2.9
1.2,60,71,0.048,60,63,19,0.525
2,62,76,0.096,57,66,19,0.9
1.9,69,69,0.0312,71,70,33,0.875
1.5,69,69,0.192,67,66,31,0.975
0.934,64,65,0.192,61,60,28,0.575
1.1,67,67,0.0384,60,63,30,0.85
0.87,64,64,0.048,59,65,28,0.6
58.3,81,82,4.56,82,85,27,29.5
1.3,57,77,0.096,64,60,19,0.45
1.3,62,69,0.048,60,63,22,0.775
0.609,55,71,0.0312,49,63,18,0.325
2.5,71,72,0.24,70,68,27,1.9
2.3,65,72,0.192,57,67,23,1.4
1.4,69,69,0.288,66,59,30,1.1
1.2,63,69,0.096,59,59,23,0.7
2.2,65,72,0.144,60,61,24,1.4
3.1,62,79,0.192,58,55,20,1.1
22.8,79,79,4.56,77,67,31,12
1.5,63,69,0.144,59,64,22,0.775
5.7,68,78,0.336,66,64,22,2.6
0.225,48,66,0.024,54,49,16,0.12
5,71,77,0.288,64,70,23,3
0.725,64,64,0.096,65,54,29,0.5
2.7,67,70,0.024,69,66,27,1.2
0.208,49,62,0.036,44,29,19,0.1
0.299,56,59,0.048,54,59,25,0.19
1.2,70,70,0.024,60,66,36,0.55
1,55,78,0.024,50,56,18,0.4
9.9,74,76,1.872,73,78,26,5
3.5,66,75,0.144,65,61,23,1.8
1.5,65,70,0.096,66,66,25,1.1
0.726,56,74,0.024,59,52,17,0.35
1.6,66,71,0.0288,56,49,26,1.1
6.8,74,74,0.672,72,76,29,4.1
2.4,72,72,0.036,68,61,33,1.1
4.8,67,75,0.384,59,75,24,2.1
2.4,68,71,0.24,69,68,26,1.6
0.374,53,65,0.0408,46,44,19,0.22
1.6,68,68,0.288,64,57,30,1
1.9,68,68,0.432,61,66,30,1
8.6,75,75,1.104,77,74,31,4.1
3,70,71,0.384,70,55,29,1.5
1.4,67,67,0.024,61,65,32,0.65
2.4,66,72,0.24,58,65,23,1.4
0.2,60,60,0.048,56,58,33,0.16
1.1,67,67,0.096,68,65,31,0.85
1.2,63,69,0.024,53,58,23,0.7
3.1,67,74,0.048,59,71,24,2
0.666,53,69,0.024,52,57,18,0.24
2.4,68,71,0.144,70,69,24,1.6
356.1,91,94,16.32,94,82,22,185
1.2,60,69,0.024,57,52,20,0.525
1.5,64,69,0.144,63,64,25,0.875
0.495,54,64,0.096,50,42,22,0.23
1.1,67,67,0.144,60,66,31,0.75
5.7,73,74,0.624,72,72,25,3.6
2.9,75,75,2.592,76,69,35,1.5
2.3,71,71,0.24,65,60,30,1.5
1.9,61,79,0.024,56,33,17,0.775
75.9,81,87,4.32,78,70,24,37
0.601,58,64,0.192,49,58,24,0.325
2.7,66,76,0.192,60,60,22,1.8
15.8,76,77,2.784,73,73,25,8
1.1,65,66,0.24,58,63,27,0.75
3.2,66,77,0.144,65,66,20,1.9
3.7,65,73,0.096,62,65,23,1.6
2.3,71,71,0.288,66,66,29,1.6
11.9,73,81,0.576,69,75,22,7
0.66,55,67,0.096,38,57,19,0.3
0.998,64,65,0.048,61,62,26,0.7
1.6,63,72,0.0456,47,61,23,1.1
0.312,52,59,0.096,46,49,19,0.16
0.58,63,63,0.0336,61,62,31,0.4
1.4,66,66,0.336,61,65,27,0.9
2.3,65,72,0.096,62,68,23,1.4
0.264,54,60,0.024,50,56,20,0.17
0.7,62,62,0.096,55,62,29,0.4
3.1,70,75,0.336,73,52,26,2.1
1.6,70,70,0.384,67,50,32,1
1,62,66,0.144,58,62,23,0.575
0.915,63,65,0.0432,58,62,26,0.6
0.884,56,71,0.192,56,52,19,0.35
4.1,74,74,0.624,70,75,33,2.1
2.2,67,67,0.024,60,68,28,1
0.569,62,62,0.192,58,63,31,0.325
2.4,70,70,0.528,70,75,29,1.6
0.65,53,73,0.096,50,54,18,0.25
0.311,56,59,0.144,53,51,24,0.18
0.656,60,66,0.0288,58,60,24,0.375
0.875,69,69,0.432,69,70,34,0.5
0.5,63,63,0.048,55,58,29,0.4
0.588,52,77,0.024,45,42,16,0.24
1.7,68,68,0.288,67,67,28,1.1
0.821,56,70,0.096,55,56,18,0.325
1.1,66,66,0.144,62,66,28,0.85
1.5,61,68,0.024,57,56,24,0.625
1.8,63,74,0.144,57,67,20,1.1
1.7,62,72,0.144,58,58,22,0.85
0.263,51,65,0.024,52,51,19,0.14
0.202,56,56,0.096,47,57,28,0.13
2.6,68,71,0.096,69,71,26,1.6
124.3,84,89,7.68,83,81,23,58.5
1.1,63,64,0.024,59,57,27,0.5
0.829,58,69,0.048,55,57,21,0.425
5.4,68,75,0.288,65,69,22,2.5
1.5,60,78,0.048,52,67,18,0.625
0.882,57,74,0.0408,52,60,19,0.425
7.1,71,79,0.576,61,68,23,4.2
1.9,61,76,0.336,57,57,19,0.75
4.4,71,76,0.096,67,73,24,2.6
2,62,74,0.096,58,65,20,0.975
1.2,61,71,0.0432,58,51,19,0.675
11.3,76,76,1.2,77,74,30,7.5
0.999,57,77,0.024,48,57,17,0.425
5.5,72,72,0.036,68,73,27,2.5
0.65,56,68,0.048,48,35,19,0.325
5.1,65,84,0.024,63,66,18,1.8
16.8,75,80,3.552,78,77,24,8.5
3.1,71,71,0.0408,68,68,31,1.4
1.6,63,71,0.096,56,64,23,1
13,76,76,0.624,73,78,29,6.5
1.6,64,65,0.024,60,62,26,0.7
4,65,78,0.096,60,61,19,1.7
34.9,77,83,3.648,75,81,22,17
1.7,72,72,0.432,68,72,33,1.2
1.1,66,66,0.288,62,64,32,0.6
3.5,70,70,0.036,70,70,28,1.6
0.581,65,65,0.096,54,62,33,0.375
1.3,61,70,0.144,61,60,21,0.725
24.9,77,80,2.448,78,77,25,14
2.2,69,69,1.104,61,67,32,1.1
1.8,67,67,0.024,66,63,30,0.85
26.7,77,80,4.56,76,83,26,13.5
4.2,71,72,0.024,71,65,27,1.9
1.3,72,72,0.432,69,74,34,0.85
4,65,79,0.336,58,62,20,1.6
2,61,75,0.336,61,57,20,0.8
2.2,73,73,0.336,67,65,33,1.5
1.3,60,69,0.024,48,62,20,0.55
5,73,74,0.576,68,64,27,3.2
4.8,69,79,0.144,65,65,23,2.9
5.7,67,80,0.096,62,51,21,2.4
0.098,48,53,0.048,49,39,20,0.06
6.3,67,81,1.104,58,70,21,2.5
10.5,72,82,1.008,67,73,22,5
0.875,67,67,0.192,64,67,32,0.7
2.7,69,72,0.144,65,62,26,1.6
3.1,66,73,0.144,66,59,23,1.6
1.1,66,66,0.24,69,68,32,0.7
1.1,64,66,0.096,60,68,26,0.725
4.3,70,73,0.0264,69,70,25,1.9
3.3,63,82,0.288,58,61,19,1.3
1.7,66,68,0.096,70,68,25,1.1
0.875,67,67,0.24,61,56,31,0.7
1.1,64,67,0.144,55,63,25,0.7
1.3,66,66,0.048,64,70,29,0.825
2.2,68,68,0.024,57,50,28,1
3.2,71,71,0.96,67,68,30,1.6
7.4,71,78,0.816,68,72,24,3.7
8.4,74,77,0.432,71,75,26,5.5
2.3,67,72,0.144,67,67,24,1.4
2.9,61,84,0.192,59,64,18,1
6.8,74,74,1.296,70,73,27,4.5
2.7,69,72,0.336,61,60,25,1.6
2.1,70,70,0.048,72,72,30,1.5
1.5,65,70,0.048,60,65,23,1.1
8.7,72,79,1.104,68,75,20,4.6
2.9,69,72,0.192,67,71,26,1.6
0.122,63,63,0.048,58,61,37,0.09
1.8,67,68,0.24,64,69,26,1.2
0.403,54,65,0.024,57,39,20,0.23
7,69,80,0.024,63,60,22,2.9
0.194,63,63,0.024,58,51,36,0.09
0.457,53,66,0.0408,41,53,21,0.22
5.6,67,81,0.192,60,70,20,2.5
1.2,63,68,0.144,63,63,24,0.725
1.4,63,70,0.0384,61,53,22,0.9
1.9,62,77,0.048,54,54,19,0.875
0.725,65,65,0.096,64,63,32,0.5
0.47,55,61,0.024,51,50,24,0.2
1.1,63,69,0.144,49,57,23,0.7
1.3,66,66,0.288,70,65,28,0.875
0.33,58,58,0.192,53,60,28,0.2
0.392,59,61,0.048,48,61,26,0.275
1.2,59,71,0.024,59,55,20,0.5
53.6,81,81,1.776,84,78,29,25.5
1.4,63,70,0.048,59,61,25,0.875
1.3,64,69,0.096,55,66,24,0.875
0.998,63,68,0.048,64,59,25,0.7
14.5,77,77,2.16,78,80,31,8.5
1.1,58,69,0.024,52,65,22,0.45
8.8,71,81,0.576,69,62,22,4
5,72,72,1.152,68,73,28,2.4
1.5,66,71,0.096,61,63,25,1.1
4.9,73,73,1.584,71,69,30,2.6
0.306,64,64,0.24,61,62,35,0.18
14.8,75,80,2.208,68,69,25,7.5
0.7,63,63,0.192,60,42,29,0.4
1.7,66,69,0.096,65,61,24,1.1
0.863,61,66,0.096,50,59,24,0.5
54.1,81,82,2.88,80,83,26,30.5
1.1,67,67,0.24,61,61,29,0.875
3.6,69,75,0.24,64,70,23,2
1.5,69,69,0.192,67,70,31,1.2
3.2,71,72,0.144,66,52,27,1.9
3.8,72,72,1.248,71,71,28,2
1.6,67,67,0.24,61,65,29,0.9
1.3,66,66,0.144,64,63,29,0.75
0.641,61,64,0.096,59,63,24,0.45
0.81,62,63,0.144,63,45,27,0.4
2.9,69,71,0.384,65,69,26,1.5
4.5,69,77,0.288,69,61,23,2.9
2.1,72,72,0.624,65,69,32,1.5
14.7,77,77,0.96,77,70,32,7
0.891,64,64,0.048,61,66,30,0.575
0.801,62,67,0.048,51,48,25,0.525
18.9,77,77,1.44,80,78,29,10.5
2.7,69,69,0.672,62,72,27,1.5
2.8,64,73,0.24,65,59,23,1.2
3,70,75,0.096,70,68,25,2.1
0.357,66,66,0.0432,62,46,35,0.23
2.9,64,75,0.432,62,62,21,1.3
0.776,64,64,0.192,61,62,29,0.575
2.3,65,76,0.096,64,67,22,1.6
9.5,70,84,0.432,68,68,20,3.6
0.938,68,68,0.288,65,63,33,0.625
1.1,58,71,0.048,53,61,19,0.475
1.2,67,67,0.144,62,66,31,0.85
1.9,67,70,0.24,57,68,25,1.3
5.3,69,78,0.192,65,71,21,3.1
2.9,70,70,0.768,68,71,30,1.5
1.1,60,67,0.024,57,58,20,0.45
1.2,60,75,0.0432,52,49,21,0.575
2.4,66,71,0.096,56,66,25,1.3
1.3,58,75,0.192,56,55,19,0.525
0.497,62,63,0.0384,59,60,28,0.375
3,70,75,0.336,71,71,25,2.3
0.392,59,60,0.024,53,61,26,0.275
0.984,58,74,0.0384,38,61,20,0.525
1.5,68,68,0.24,60,64,30,1
3.6,67,75,0.24,62,69,22,2.3
47.9,79,84,2.448,79,77,24,27
10.1,73,79,0.912,77,70,23,4.4
2.2,64,71,0.096,63,57,23,1.1
32,78,81,2.496,78,83,26,18
4,72,74,0.384,69,67,28,2.4
2.9,68,71,0.72,71,53,25,1.4
4.4,72,72,1.104,74,72,30,2.3
3.2,66,76,0.288,58,66,22,1.8
0.512,59,64,0.048,58,60,25,0.325
1.8,65,69,0.096,62,66,25,1
5.1,69,75,0.192,75,64,24,2.2
14.1,75,78,1.152,77,78,25,7.5
2,69,70,0.24,67,62,28,1.3
3,69,74,0.336,66,56,22,1.9
1.3,59,74,0.048,55,62,19,0.5
0.894,63,66,0.0432,59,48,27,0.55
7.7,74,74,0.036,73,60,30,3.5
2.4,69,69,0.336,67,62,29,1.2
3.2,68,74,0.144,67,76,24,1.9
0.519,54,70,0.024,50,48,18,0.25
21,77,77,2.352,70,79,29,10.5
0.242,55,60,0.048,52,48,23,0.17
0.463,55,62,0.144,52,54,23,0.25
0.488,60,63,0.024,55,54,24,0.3
1.4,58,74,0.096,60,55,19,0.525
1.7,65,71,0.048,61,62,24,1.1
3.3,68,71,0.336,64,64,25,1.6
18.9,74,83,1.008,76,76,20,9
6.6,73,73,0.048,74,74,29,3
2.1,64,75,0.096,57,65,22,1.3
2.3,62,76,0.096,56,58,18,0.925
0.405,63,63,0.096,63,62,33,0.3
0.438,66,66,0.048,68,65,35,0.35
3.5,70,71,0.336,70,69,26,1.9
3.8,65,80,0.288,58,64,20,1.7
12.8,81,81,1.776,82,74,34,8.5
2.1,61,74,0.144,47,61,19,0.775
0.387,67,67,0.024,49,44,36,0.18
0.656,70,70,0.384,68,64,34,0.525
1.7,61,74,0.144,56,55,20,0.75
13.7,73,84,1.2,65,75,20,6.5
54.3,80,84,2.208,79,79,24,27.5
0.54,63,63,0.0336,55,52,29,0.4
1.2,64,69,0.096,61,54,25,0.775
3.5,64,79,0.144,52,67,19,1.4
4.8,67,76,0.144,61,45,23,2.1
0.612,60,63,0.024,55,61,27,0.275
0.776,64,64,0.144,65,67,28,0.575
12.6,78,78,0.816,76,78,35,6
0.569,62,62,0.192,63,64,31,0.325
3.4,70,75,0.336,68,73,26,2.1
43.6,78,83,0.768,78,77,25,21
0.57,55,67,0.144,49,51,20,0.3
4.1,73,73,0.432,68,62,32,2
3.8,71,76,0.576,73,68,26,2.5
0.808,60,67,0.144,54,53,22,0.475
5.7,68,80,0.768,66,72,20,2.8
0.979,66,66,0.048,61,64,30,0.725
1.1,64,68,0.048,63,62,25,0.75
0.334,54,62,0.048,41,40,22,0.23
0.625,63,63,0.048,64,65,28,0.5
0.536,55,63,0.0312,54,56,21,0.275
1.4,69,69,0.24,57,67,32,1.1
1.3,66,66,0.144,61,67,26,0.925
2.7,70,71,0.384,64,70,27,1.7
1.7,66,67,0.144,61,70,26,1
0.979,66,66,0.144,59,66,31,0.725
0.891,58,74,0.024,52,59,18,0.475
3.8,66,77,0.096,60,70,21,1.9
3.1,69,69,0.024,67,70,28,1.4
2.5,64,72,0.048,63,64,22,1.3
2.6,63,81,0.048,59,69,19,1.2
2.5,64,72,0.048,59,58,21,1.3
7.4,72,78,0.768,60,73,24,3.7
2.8,68,74,0.24,72,67,23,1.9
0.659,58,66,0.096,52,39,23,0.425
1.1,67,67,0.24,66,60,31,0.7
0.625,53,73,0.036,55,59,19,0.25
8.6,71,79,0.432,65,70,21,4.2
2.7,70,70,0.24,72,73,32,1.3
1.9,68,69,0.096,65,67,25,1.4
10.4,75,76,1.056,74,75,27,6
3.5,63,80,0.864,64,69,20,1.3
4.6,68,77,0.288,56,70,22,2.7
1.2,69,69,0.192,69,71,35,0.55
0.273,50,68,0.048,49,49,19,0.12
0.14,60,60,0.144,61,61,37,0.08
14.8,75,80,1.92,67,74,25,7.5
1.1,65,65,0.24,60,65,29,0.6
0.543,54,73,0.024,51,60,18,0.275
0.801,63,65,0.096,60,58,26,0.525
0.95,57,70,0.0288,50,59,19,0.4
5.4,73,73,2.064,70,72,30,3
0.829,59,66,0.048,48,54,24,0.425
3.6,69,74,0.384,64,62,25,1.8
0.365,57,58,0.096,60,60,24,0.2
0.744,62,62,0.096,51,60,27,0.425
2.1,68,69,0.192,67,67,26,1.4
2.5,71,71,0.72,75,68,31,1.3
6.8,69,80,0.384,72,72,20,3.1
19,77,77,1.92,77,79,30,10
6,71,78,0.24,72,68,24,3.5
1.2,67,67,0.144,63,66,31,0.825
3.9,67,78,0.24,62,64,20,2.3
7.4,68,82,0.096,64,72,18,2.8
3.1,62,82,0.096,60,60,18,1.1
35.6,78,82,1.584,76,68,24,18
0.295,62,62,0.144,64,53,33,0.19
2.4,67,69,0.024,64,59,27,1.1
2.2,73,73,0.036,69,74,39,1
0.438,61,61,0.096,57,63,32,0.25
1.5,65,69,0.144,52,61,24,0.95
3.5,70,72,0.624,67,69,26,1.7
2.3,63,71,0.24,50,66,20,1.1
3.9,73,73,0.72,74,71,29,3
1.9,70,70,0.384,68,63,29,1.4
2.5,65,76,0.096,62,66,21,1.6
1.8,65,71,0.144,55,70,23,1.1
1.8,71,71,0.48,65,70,33,1.2
7.6,73,77,0.576,70,75,24,4.3
0.315,52,61,0.048,59,53,21,0.18
0.288,67,67,0.048,70,67,39,0.23
1.8,67,70,0.144,61,59,26,1.2
0.962,61,65,0.096,50,57,23,0.475
2.4,68,71,0.192,53,72,25,1.6
1.9,69,69,0.288,66,66,29,1.2
0.593,59,64,0.096,49,55,22,0.325
1.3,59,75,0.144,43,60,19,0.575
1.6,67,67,0.24,60,62,28,0.925
0.591,66,66,0.024,59,62,38,0.275
0.701,63,63,0.192,52,58,28,0.425
1.1,65,65,0.24,62,63,31,0.6
18.1,74,85,1.632,79,78,21,9.5
0.969,65,65,0.144,63,64,27,0.775
3.3,70,75,0.432,65,67,25,2.4
3.6,72,72,0.384,72,75,29,2.3
0.853,60,71,0.0264,50,58,21,0.55
0.525,63,63,0.096,64,63,31,0.35
1.7,66,66,0.144,55,63,26,0.925
2.7,62,78,0.048,54,63,19,1
12.4,76,76,2.592,74,76,29,6.5
0.315,53,60,0.024,55,53,20,0.18
10.5,76,76,1.296,75,71,31,5
0.765,59,66,0.048,53,53,24,0.45
2.2,67,67,0.024,66,66,29,1
0.314,58,59,0.048,47,56,26,0.22
3,63,82,0.0432,59,69,17,1.2
20.4,78,78,1.632,78,70,30,12
0.569,57,64,0.024,52,53,21,0.325
0.949,60,72,0.024,56,57,22,0.575
3.5,68,75,0.144,67,66,23,2.4
4.8,69,76,0.288,70,72,23,2.8
2.9,68,69,0.384,64,69,26,1.4
6,70,77,0.528,68,58,24,3
3.5,67,77,0.192,62,68,21,2.2
22.8,74,82,0.0432,69,70,22,9.5
3.5,71,71,0.0312,70,71,30,1.6
0.619,53,74,0.024,46,52,17,0.275
30.6,77,81,1.872,69,75,24,15.5
2,62,77,0.096,59,65,19,0.95
1.8,66,71,0.144,65,63,23,1.2
8.6,75,75,1.632,73,73,31,4.8
1.8,71,71,0.624,64,60,32,1.2
1.1,59,72,0.0456,55,63,19,0.5
3.2,70,73,0.336,69,69,25,2.1
1.8,62,70,0.096,60,63,21,0.9
5.5,68,77,0.192,64,65,20,2.5
10.9,75,78,0.48,74,73,25,6.5
0.571,55,70,0.024,53,56,18,0.275
0.593,55,71,0.024,50,49,17,0.3
0.66,63,63,0.192,56,54,30,0.4
0.784,61,67,0.0408,58,52,22,0.475
0.315,52,62,0.096,50,50,22,0.17
4,66,77,0.336,64,68,21,1.9
2.6,70,70,0.336,73,69,29,1.6
0.531,64,64,0.048,55,62,31,0.425
0.114,49,54,0.096,39,46,20,0.07
3.1,69,74,0.24,67,76,25,2
1,66,66,0.048,63,64,29,0.825
25.3,75,85,0.288,73,72,19,11.5
0.688,70,70,0.144,65,70,36,0.55
1.1,58,74,0.096,58,53,19,0.5
3.8,66,73,0.024,66,53,24,1.6
2.2,64,73,0.192,60,52,23,1.2
0.333,51,64,0.096,47,47,19,0.14
0.405,51,75,0.024,46,50,17,0.18
2.3,65,72,0.144,66,67,23,1.4
0.761,64,64,0.096,62,56,29,0.525
2.6,70,70,0.336,67,64,28,1.6
1.5,72,72,0.192,68,64,33,1.1
0.438,57,63,0.0288,57,57,22,0.25
1.9,67,72,0.096,60,65,23,1.4
3.4,72,72,0.192,74,72,28,2.1
34.9,80,80,2.592,80,83,29,20.5
3.2,72,72,0.864,69,68,29,2
1.8,65,69,0.144,56,62,24,1
1.7,63,75,0.096,50,67,21,1.2
2.5,62,79,0.0336,54,68,17,1
1.5,62,69,0.0456,56,49,21,0.75
1.1,69,69,0.384,68,66,33,0.725
2.6,61,82,0.024,54,59,17,1
2.8,66,75,0.048,61,65,22,1.9
0.975,70,70,0.336,62,75,34,0.75
2.7,70,70,0.768,70,73,27,1.7
9,74,74,0.048,80,74,29,4.1
3.7,69,75,0.384,67,72,24,2.2
3.1,68,71,0.024,54,35,25,1.4
0.825,58,70,0.0312,45,57,20,0.5
2.6,65,76,0.144,56,69,21,1.6
2.6,71,71,0.72,71,70,30,1.6
0.784,59,70,0.048,57,47,22,0.475
0.725,64,64,0.048,59,64,31,0.5
2.4,63,74,0.192,47,70,20,1.1
1.2,64,65,0.024,59,56,29,0.55
0.688,66,66,0.096,67,58,32,0.55
13.2,75,75,0.048,67,84,28,6
0.413,55,65,0.0312,49,45,19,0.25
1.8,65,68,0.24,62,65,26,0.925
1.2,67,67,0.24,64,62,29,0.85
1,64,67,0.096,56,63,25,0.725
35.7,80,80,2.784,74,86,28,21
2.2,60,81,0.048,56,59,18,0.775
4,68,77,0.24,68,67,22,2.6
1.4,61,70,0.048,60,64,20,0.725
3.5,67,74,0.24,62,70,22,2.1
1.8,70,70,0.336,67,71,32,1.3
1.7,67,68,0.192,66,65,27,1.2
1.6,67,67,0.192,69,63,29,1
15,75,79,0.768,76,76,25,8
0.689,59,68,0.096,55,46,22,0.475
2.9,68,70,0.384,66,68,26,1.5
0.271,57,58,0.024,45,54,26,0.19
1.5,61,70,0.288,61,64,21,0.725
0.991,63,66,0.096,61,63,24,0.65
0.272,49,63,0.024,52,57,17,0.11
1.4,62,70,0.024,60,58,19,0.825
3.8,72,72,1.008,67,73,31,2
3.9,69,74,0.432,65,68,23,1.9
0.463,57,63,0.144,52,57,24,0.25
0.215,64,64,0.024,61,64,38,0.1
4.6,75,75,0.432,72,74,33,3.5
1.3,65,68,0.096,61,67,25,0.95
1.7,66,70,0.096,65,65,25,1.1
2.3,65,74,0.144,62,67,23,1.6
1.3,66,66,0.048,62,65,28,0.85
1.3,65,65,0.024,61,69,31,0.6
0.593,55,73,0.024,50,55,18,0.3
0.569,62,62,0.192,58,47,30,0.325
4.6,71,72,0.72,67,75,26,2.2
41,82,82,2.976,80,66,32,20
0.913,62,63,0.096,59,64,24,0.5
2.6,64,75,0.096,58,61,21,1.3
1.5,65,70,0.096,61,61,24,0.975
0.525,63,63,0.144,62,41,32,0.3
0.504,56,66,0.0312,38,56,21,0.325
0.764,56,64,0.024,57,53,22,0.325
1.6,66,69,0.144,62,66,25,1.1
12.4,78,78,1.632,75,65,33,6.5
43.1,78,84,1.872,78,77,23,20.5
0.788,58,67,0.0264,53,60,21,0.45
6.8,70,79,0.672,66,64,22,3.6
2.3,69,69,0.096,65,69,27,1.5
0.788,59,66,0.096,60,64,23,0.45
2.3,70,70,0.384,67,70,32,1.1
1.2,63,66,0.048,62,64,24,0.65
0.828,63,66,0.048,63,70,26,0.625
1.5,68,68,0.288,62,64,29,1
0.949,60,72,0.048,52,53,20,0.575
9.8,75,76,1.296,72,67,28,5.5
1.8,64,70,0.144,63,66,22,0.925
34,79,79,1.488,75,79,29,17
1.8,62,73,0.24,57,62,20,0.875
25.7,78,79,1.824,76,68,29,13
14.1,75,76,1.2,71,77,26,6.5
3.3,64,82,0.144,63,57,18,1.4
4.1,71,75,0.48,69,73,25,2.6
0.363,54,66,0.024,50,52,20,0.25
5.5,74,74,1.632,73,59,31,2.9
2.3,66,72,0.24,63,65,23,1.2
3.2,65,76,0.24,62,67,20,1.6
4.6,67,79,0.192,66,56,19,2.3
7.3,68,83,0.768,70,68,21,3
30.6,80,80,3.024,79,79,30,18
0.878,58,70,0.0312,57,44,19,0.45
3.6,71,71,0.336,62,52,23,1.9
0.825,60,67,0.048,46,62,22,0.5
